FIPS,County,Latitutde ,Longitude ,Home Price,Mortgage,Salary,Affordability Index
55107,"Rusk County,  Wisconsin",45.4691,-91.1092,"$139,179 ",$773 ,"$73,671 ",7.9
55099,"Price County,  Wisconsin",45.6691,-90.3605,"$150,348 ",$835 ,"$73,671 ",7.4
55078,"Menominee County,  Wisconsin",44.9899,-88.7347,"$124,942 ",$694 ,"$73,671 ",8.8
55067,"Langlade County,  Wisconsin",45.2517,-89.0523,"$139,793 ",$777 ,"$73,671 ",7.9
55003,"Ashland County,  Wisconsin",46.3491,-90.7366,"$138,811 ",$771 ,"$73,671 ",8.0
54109,"Wyoming County,  West Virginia",37.6036,-81.5699,"$84,291 ",$468 ,"$61,594 ",11.0
54107,"Wood County,  West Virginia",39.2188,-81.5037,"$150,824 ",$838 ,"$61,594 ",6.1
54105,"Wirt County,  West Virginia",39.0406,-81.4067,"$110,466 ",$614 ,"$61,594 ",8.4
54103,"Wetzel County,  West Virginia",39.5757,-80.6598,"$122,134 ",$679 ,"$61,594 ",7.6
54101,"Webster County,  West Virginia",38.4686,-80.4353,"$81,934 ",$455 ,"$61,594 ",11.3
54099,"Wayne County,  West Virginia",38.1326,-82.4393,"$114,588 ",$637 ,"$61,594 ",8.1
54097,"Upshur County,  West Virginia",38.8996,-80.2329,"$140,289 ",$779 ,"$61,594 ",6.6
54095,"Tyler County,  West Virginia",39.4508,-80.8217,"$113,528 ",$631 ,"$61,594 ",8.1
54093,"Tucker County,  West Virginia",39.1181,-79.5763,"$143,354 ",$796 ,"$61,594 ",6.4
54091,"Taylor County,  West Virginia",39.352,-80.0487,"$126,143 ",$701 ,"$61,594 ",7.3
54089,"Summers County,  West Virginia",37.6488,-80.8773,"$108,695 ",$604 ,"$61,594 ",8.5
54087,"Roane County,  West Virginia",38.7316,-81.3516,"$116,593 ",$648 ,"$61,594 ",7.9
54085,"Ritchie County,  West Virginia",39.199,-81.0842,"$114,000 ",$633 ,"$61,594 ",8.1
54083,"Randolph County,  West Virginia",38.7548,-79.8266,"$130,033 ",$722 ,"$61,594 ",7.1
54081,"Raleigh County,  West Virginia",37.7493,-81.1743,"$122,488 ",$680 ,"$61,594 ",7.5
54077,"Preston County,  West Virginia",39.4556,-79.6899,"$127,336 ",$707 ,"$61,594 ",7.3
54075,"Pocahontas County,  West Virginia",38.3891,-79.9839,"$143,472 ",$797 ,"$61,594 ",6.4
54073,"Pleasants County,  West Virginia",39.3727,-81.1556,"$122,919 ",$683 ,"$61,594 ",7.5
54071,"Pendleton County,  West Virginia",38.6854,-79.3411,"$144,769 ",$804 ,"$61,594 ",6.4
54069,"Ohio County,  West Virginia",40.1011,-80.6141,"$140,944 ",$783 ,"$61,594 ",6.6
54067,"Nicholas County,  West Virginia",38.3154,-80.8243,"$112,114 ",$623 ,"$61,594 ",8.2
54063,"Monroe County,  West Virginia",37.5557,-80.5468,"$127,204 ",$707 ,"$61,594 ",7.3
54059,"Mingo County,  West Virginia",37.7434,-82.2155,"$92,072 ",$512 ,"$61,594 ",10.0
54055,"Mercer County,  West Virginia",37.4167,-81.0766,"$114,000 ",$633 ,"$61,594 ",8.1
54053,"Mason County,  West Virginia",38.7534,-82.0024,"$103,272 ",$574 ,"$61,594 ",8.9
54051,"Marshall County,  West Virginia",39.8776,-80.6555,"$124,336 ",$691 ,"$61,594 ",7.4
54049,"Marion County,  West Virginia",39.5144,-80.2637,"$137,696 ",$765 ,"$61,594 ",6.7
54047,"McDowell County,  West Virginia",37.3753,-81.6356,"$41,262 ",$229 ,"$61,594 ",22.4
54045,"Logan County,  West Virginia",37.8334,-81.9426,"$105,040 ",$584 ,"$61,594 ",8.8
54043,"Lincoln County,  West Virginia",38.1606,-82.0837,"$98,155 ",$545 ,"$61,594 ",9.4
54041,"Lewis County,  West Virginia",38.9458,-80.4933,"$122,842 ",$682 ,"$61,594 ",7.5
54039,"Kanawha County,  West Virginia",38.2982,-81.5239,"$124,501 ",$692 ,"$61,594 ",7.4
54035,"Jackson County,  West Virginia",38.8259,-81.6961,"$153,965 ",$855 ,"$61,594 ",6.0
54033,"Harrison County,  West Virginia",39.2852,-80.3964,"$146,066 ",$811 ,"$61,594 ",6.3
54029,"Hancock County,  West Virginia",40.5165,-80.5704,"$112,265 ",$624 ,"$61,594 ",8.2
54025,"Greenbrier County,  West Virginia",37.976,-80.4033,"$146,184 ",$812 ,"$61,594 ",6.3
54021,"Gilmer County,  West Virginia",38.9138,-80.8124,"$109,992 ",$611 ,"$61,594 ",8.4
54019,"Fayette County,  West Virginia",38.0418,-81.0963,"$107,634 ",$598 ,"$61,594 ",8.6
54017,"Doddridge County,  West Virginia",39.2712,-80.7484,"$138,285 ",$768 ,"$61,594 ",6.7
54015,"Clay County,  West Virginia",38.4672,-81.0583,"$93,492 ",$519 ,"$61,594 ",9.9
54013,"Calhoun County,  West Virginia",38.8292,-81.1142,"$98,438 ",$547 ,"$61,594 ",9.4
54011,"Cabell County,  West Virginia",38.413,-82.2762,"$145,577 ",$809 ,"$61,594 ",6.3
54009,"Brooke County,  West Virginia",40.2763,-80.5678,"$112,507 ",$625 ,"$61,594 ",8.2
54007,"Braxton County,  West Virginia",38.7116,-80.7316,"$101,857 ",$566 ,"$61,594 ",9.1
54005,"Boone County,  West Virginia",37.9975,-81.7141,"$83,350 ",$463 ,"$61,594 ",11.1
54001,"Barbour County,  West Virginia",39.1254,-80.0274,"$130,033 ",$722 ,"$61,594 ",7.1
51730,"Petersburg city,  Virginia",37.2052,-77.3908,"$132,223 ",$735 ,"$68,476 ",7.8
51720,"Norton city,  Virginia",36.9301,-82.6355,"$114,638 ",$637 ,"$68,476 ",9.0
51690,"Martinsville city,  Virginia",36.6791,-79.8708,"$107,182 ",$595 ,"$68,476 ",9.6
51640,"Galax city,  Virginia",36.6593,-80.9279,"$118,060 ",$656 ,"$68,476 ",8.7
51595,"Emporia city,  Virginia",36.6973,-77.535,"$142,747 ",$793 ,"$68,476 ",7.2
51580,"Covington city,  Virginia",37.7808,-79.9886,"$89,095 ",$495 ,"$68,476 ",11.5
51195,"Wise County,  Virginia",37.0011,-82.6307,"$104,494 ",$581 ,"$68,476 ",9.8
51185,"Tazewell County,  Virginia",37.1358,-81.6058,"$121,848 ",$677 ,"$68,476 ",8.4
51173,"Smyth County,  Virginia",36.823,-81.5102,"$117,082 ",$650 ,"$68,476 ",8.8
51169,"Scott County,  Virginia",36.7396,-82.5828,"$118,730 ",$660 ,"$68,476 ",8.7
51167,"Russell County,  Virginia",36.9262,-82.0747,"$119,771 ",$665 ,"$68,476 ",8.6
51105,"Lee County,  Virginia",36.7435,-82.9795,"$107,671 ",$598 ,"$68,476 ",9.5
51089,"Henry County,  Virginia",36.6989,-79.9864,"$114,760 ",$638 ,"$68,476 ",9.0
51083,"Halifax County,  Virginia",36.803,-78.9171,"$141,891 ",$788 ,"$68,476 ",7.2
51081,"Greensville County,  Virginia",36.7217,-77.5729,"$143,847 ",$799 ,"$68,476 ",7.1
51077,"Grayson County,  Virginia",36.6833,-81.2368,"$125,759 ",$699 ,"$68,476 ",8.2
51051,"Dickenson County,  Virginia",37.1314,-82.361,"$98,994 ",$550 ,"$68,476 ",10.4
51037,"Charlotte County,  Virginia",36.9742,-78.6045,"$136,758 ",$760 ,"$68,476 ",7.5
51035,"Carroll County,  Virginia",36.7464,-80.7437,"$137,981 ",$767 ,"$68,476 ",7.4
51027,"Buchanan County,  Virginia",37.2884,-82.0618,"$88,361 ",$491 ,"$68,476 ",11.6
51025,"Brunswick County,  Virginia",36.7851,-77.8417,"$137,125 ",$762 ,"$68,476 ",7.5
51005,"Alleghany County,  Virginia",37.7788,-80.1069,"$146,291 ",$813 ,"$68,476 ",7.0
48507,"Zavala County,  Texas",28.8648,-99.7623,"$62,795 ",$349 ,"$59,450 ",14.2
48505,"Zapata County,  Texas",26.9454,-99.1717,"$97,709 ",$543 ,"$59,450 ",9.1
48495,"Winkler County,  Texas",31.8614,-103.0627,"$78,745 ",$437 ,"$59,450 ",11.3
48489,"Willacy County,  Texas",26.4556,-97.7389,"$69,451 ",$386 ,"$59,450 ",12.8
48487,"Wilbarger County,  Texas",34.1523,-99.2142,"$85,778 ",$477 ,"$59,450 ",10.4
48483,"Wheeler County,  Texas",35.4067,-100.2697,"$105,495 ",$586 ,"$59,450 ",8.5
48475,"Ward County,  Texas",31.4598,-103.1287,"$109,012 ",$606 ,"$59,450 ",8.2
48465,"Val Verde County,  Texas",29.7645,-101.0491,"$129,860 ",$721 ,"$59,450 ",6.9
48463,"Uvalde County,  Texas",29.3551,-99.7622,"$111,775 ",$621 ,"$59,450 ",8.0
48461,"Upton County,  Texas",31.369,-102.0443,"$84,020 ",$467 ,"$59,450 ",10.6
48457,"Tyler County,  Texas",30.7932,-94.3877,"$110,645 ",$615 ,"$59,450 ",8.1
48455,"Trinity County,  Texas",31.1046,-95.1246,"$105,119 ",$584 ,"$59,450 ",8.5
48449,"Titus County,  Texas",33.19,-94.9689,"$131,995 ",$733 ,"$59,450 ",6.8
48447,"Throckmorton County,  Texas",33.1541,-99.2122,"$70,707 ",$393 ,"$59,450 ",12.6
48445,"Terry County,  Texas",33.1754,-102.3353,"$96,076 ",$534 ,"$59,450 ",9.3
48443,"Terrell County,  Texas",30.2125,-102.1628,"$95,951 ",$533 ,"$59,450 ",9.3
48437,"Swisher County,  Texas",34.535,-101.7351,"$101,225 ",$562 ,"$59,450 ",8.8
48435,"Sutton County,  Texas",30.4919,-100.5386,"$115,291 ",$641 ,"$59,450 ",7.7
48433,"Stonewall County,  Texas",33.1802,-100.2535,"$69,828 ",$388 ,"$59,450 ",12.8
48431,"Sterling County,  Texas",31.8222,-101.0451,"$74,098 ",$412 ,"$59,450 ",12.0
48429,"Stephens County,  Texas",32.7377,-98.836,"$93,313 ",$518 ,"$59,450 ",9.6
48427,"Starr County,  Texas",26.5105,-98.7859,"$90,299 ",$502 ,"$59,450 ",9.9
48421,"Sherman County,  Texas",36.2705,-101.8934,"$125,339 ",$696 ,"$59,450 ",7.1
48419,"Shelby County,  Texas",31.7749,-94.127,"$98,086 ",$545 ,"$59,450 ",9.1
48417,"Shackelford County,  Texas",32.7367,-99.354,"$114,789 ",$638 ,"$59,450 ",7.8
48415,"Scurry County,  Texas",32.7541,-100.9166,"$107,379 ",$597 ,"$59,450 ",8.3
48413,"Schleicher County,  Texas",30.9013,-100.539,"$97,709 ",$543 ,"$59,450 ",9.1
48405,"San Augustine County,  Texas",31.377,-94.1756,"$110,519 ",$614 ,"$59,450 ",8.1
48403,"Sabine County,  Texas",31.3731,-93.8461,"$146,061 ",$811 ,"$59,450 ",6.1
48399,"Runnels County,  Texas",31.839,-99.9766,"$102,230 ",$568 ,"$59,450 ",8.7
48395,"Robertson County,  Texas",31.0267,-96.5129,"$132,070 ",$734 ,"$59,450 ",6.8
48391,"Refugio County,  Texas",28.3093,-97.1471,"$107,505 ",$597 ,"$59,450 ",8.3
48389,"Reeves County,  Texas",31.3853,-103.6537,"$81,382 ",$452 ,"$59,450 ",11.0
48387,"Red River County,  Texas",33.6418,-95.0283,"$89,294 ",$496 ,"$59,450 ",10.0
48383,"Reagan County,  Texas",31.3693,-101.523,"$124,083 ",$689 ,"$59,450 ",7.2
48377,"Presidio County,  Texas",29.9461,-104.2391,"$94,318 ",$524 ,"$59,450 ",9.5
48375,"Potter County,  Texas",35.3994,-101.8943,"$123,550 ",$686 ,"$59,450 ",7.2
48371,"Pecos County,  Texas",30.7143,-102.6595,"$109,640 ",$609 ,"$59,450 ",8.1
48369,"Parmer County,  Texas",34.5279,-102.7843,"$122,576 ",$681 ,"$59,450 ",7.3
48365,"Panola County,  Texas",32.1837,-94.3114,"$128,353 ",$713 ,"$59,450 ",6.9
48363,"Palo Pinto County,  Texas",32.7706,-98.3186,"$134,381 ",$747 ,"$59,450 ",6.6
48359,"Oldham County,  Texas",35.4003,-102.6039,"$114,789 ",$638 ,"$59,450 ",7.8
48357,"Ochiltree County,  Texas",36.2819,-100.8158,"$128,981 ",$717 ,"$59,450 ",6.9
48353,"Nolan County,  Texas",32.3092,-100.4063,"$94,820 ",$527 ,"$59,450 ",9.4
48351,"Newton County,  Texas",30.7161,-93.745,"$101,979 ",$567 ,"$59,450 ",8.7
48349,"Navarro County,  Texas",32.0628,-96.4755,"$122,576 ",$681 ,"$59,450 ",7.3
48347,"Nacogdoches County,  Texas",31.5347,-94.5952,"$162,388 ",$902 ,"$59,450 ",5.5
48345,"Motley County,  Texas",34.0728,-100.7798,"$70,958 ",$394 ,"$59,450 ",12.6
48343,"Morris County,  Texas",33.1234,-94.7341,"$113,533 ",$631 ,"$59,450 ",7.9
48341,"Moore County,  Texas",35.8374,-101.8929,"$153,094 ",$851 ,"$59,450 ",5.8
48335,"Mitchell County,  Texas",32.2991,-100.9214,"$86,657 ",$481 ,"$59,450 ",10.3
48331,"Milam County,  Texas",30.7849,-96.9758,"$134,883 ",$749 ,"$59,450 ",6.6
48327,"Menard County,  Texas",30.9164,-99.8004,"$74,475 ",$414 ,"$59,450 ",12.0
48323,"Maverick County,  Texas",28.6426,-100.2812,"$122,952 ",$683 ,"$59,450 ",7.3
48315,"Marion County,  Texas",32.7826,-94.3622,"$121,194 ",$673 ,"$59,450 ",7.4
48313,"Madison County,  Texas",30.9585,-95.9474,"$142,042 ",$789 ,"$59,450 ",6.3
48311,"McMullen County,  Texas",28.3555,-98.5677,"$139,279 ",$774 ,"$59,450 ",6.4
48307,"McCulloch County,  Texas",31.217,-99.3467,"$117,678 ",$654 ,"$59,450 ",7.6
48305,"Lynn County,  Texas",33.179,-101.8167,"$105,495 ",$586 ,"$59,450 ",8.5
48297,"Live Oak County,  Texas",28.4249,-98.1422,"$130,739 ",$726 ,"$59,450 ",6.8
48295,"Lipscomb County,  Texas",36.3128,-100.2732,"$126,720 ",$704 ,"$59,450 ",7.0
48293,"Limestone County,  Texas",31.5165,-96.5516,"$119,813 ",$666 ,"$59,450 ",7.4
48283,"La Salle County,  Texas",28.301,-99.0981,"$103,360 ",$574 ,"$59,450 ",8.6
48279,"Lamb County,  Texas",34.0888,-102.3518,"$82,261 ",$457 ,"$59,450 ",10.8
48277,"Lamar County,  Texas",33.6614,-95.5832,"$124,460 ",$691 ,"$59,450 ",7.2
48275,"Knox County,  Texas",33.6159,-99.7337,"$56,515 ",$314 ,"$59,450 ",15.8
48273,"Kleberg County,  Texas",27.4227,-97.9022,"$115,417 ",$641 ,"$59,450 ",7.7
48271,"Kinney County,  Texas",29.3544,-100.4105,"$86,406 ",$480 ,"$59,450 ",10.3
48269,"King County,  Texas",33.6116,-100.2558,"$46,091 ",$256 ,"$59,450 ",19.3
48263,"Kent County,  Texas",33.1797,-100.7781,"$43,956 ",$244 ,"$59,450 ",20.3
48255,"Karnes County,  Texas",28.9476,-97.9006,"$128,478 ",$714 ,"$59,450 ",6.9
48253,"Jones County,  Texas",32.7392,-99.8789,"$103,183 ",$573 ,"$59,450 ",8.6
48249,"Jim Wells County,  Texas",27.659,-98.0873,"$95,699 ",$532 ,"$59,450 ",9.3
48247,"Jim Hogg County,  Texas",27.0717,-98.7105,"$81,633 ",$454 ,"$59,450 ",10.9
48241,"Jasper County,  Texas",30.7013,-93.9986,"$126,720 ",$704 ,"$59,450 ",7.0
48239,"Jackson County,  Texas",28.9696,-96.562,"$143,172 ",$795 ,"$59,450 ",6.2
48237,"Jack County,  Texas",33.2355,-98.1705,"$108,384 ",$602 ,"$59,450 ",8.2
48235,"Irion County,  Texas",31.3054,-100.9812,"$142,951 ",$794 ,"$59,450 ",6.2
48233,"Hutchinson County,  Texas",35.8101,-101.3545,"$98,965 ",$550 ,"$59,450 ",9.0
48229,"Hudspeth County,  Texas",31.3165,-105.4233,"$63,925 ",$355 ,"$59,450 ",13.9
48227,"Howard County,  Texas",32.2992,-101.4356,"$124,334 ",$691 ,"$59,450 ",7.2
48225,"Houston County,  Texas",31.26,-95.4349,"$126,469 ",$703 ,"$59,450 ",7.1
48219,"Hockley County,  Texas",33.6124,-102.3431,"$117,552 ",$653 ,"$59,450 ",7.6
48217,"Hill County,  Texas",31.9888,-97.1227,"$130,362 ",$724 ,"$59,450 ",6.8
48215,"Hidalgo County,  Texas",26.3986,-98.1887,"$112,030 ",$622 ,"$59,450 ",8.0
48207,"Haskell County,  Texas",33.1786,-99.7307,"$67,693 ",$376 ,"$59,450 ",13.2
48197,"Hardeman County,  Texas",34.315,-99.7365,"$54,129 ",$301 ,"$59,450 ",16.5
48195,"Hansford County,  Texas",36.2744,-101.3546,"$119,687 ",$665 ,"$59,450 ",7.5
48191,"Hall County,  Texas",34.534,-100.6806,"$66,311 ",$368 ,"$59,450 ",13.4
48189,"Hale County,  Texas",34.068,-101.8263,"$103,863 ",$577 ,"$59,450 ",8.6
48179,"Gray County,  Texas",35.3987,-100.8124,"$97,458 ",$541 ,"$59,450 ",9.2
48177,"Gonzales County,  Texas",29.4484,-97.5027,"$152,340 ",$846 ,"$59,450 ",5.9
48169,"Garza County,  Texas",33.1798,-101.298,"$98,965 ",$550 ,"$59,450 ",9.0
48163,"Frio County,  Texas",28.8624,-99.1075,"$103,235 ",$574 ,"$59,450 ",8.6
48161,"Freestone County,  Texas",31.7139,-96.1581,"$140,409 ",$780 ,"$59,450 ",6.4
48155,"Foard County,  Texas",33.9777,-99.7617,"$58,274 ",$324 ,"$59,450 ",15.3
48153,"Floyd County,  Texas",34.069,-101.303,"$80,754 ",$449 ,"$59,450 ",11.0
48151,"Fisher County,  Texas",32.7425,-100.4024,"$84,020 ",$467 ,"$59,450 ",10.6
48145,"Falls County,  Texas",31.2537,-96.9393,"$94,569 ",$525 ,"$59,450 ",9.4
48137,"Edwards County,  Texas",29.9663,-100.3478,"$86,908 ",$483 ,"$59,450 ",10.3
48133,"Eastland County,  Texas",32.2936,-98.8015,"$92,811 ",$516 ,"$59,450 ",9.6
48131,"Duval County,  Texas",27.6613,-98.5174,"$62,041 ",$345 ,"$59,450 ",14.4
48129,"Donley County,  Texas",34.9669,-100.8141,"$86,280 ",$479 ,"$59,450 ",10.3
48127,"Dimmit County,  Texas",28.4132,-99.7548,"$91,429 ",$508 ,"$59,450 ",9.8
48125,"Dickens County,  Texas",33.6166,-100.7789,"$64,176 ",$357 ,"$59,450 ",13.9
48119,"Delta County,  Texas",33.357,-95.7245,"$111,150 ",$618 ,"$59,450 ",8.0
48117,"Deaf Smith County,  Texas",34.9635,-102.6051,"$114,412 ",$636 ,"$59,450 ",7.8
48115,"Dawson County,  Texas",32.737,-101.9478,"$92,183 ",$512 ,"$59,450 ",9.7
48111,"Dallam County,  Texas",36.2673,-102.6022,"$112,026 ",$622 ,"$59,450 ",8.0
48109,"Culberson County,  Texas",31.3019,-104.4978,"$78,368 ",$435 ,"$59,450 ",11.4
48107,"Crosby County,  Texas",33.6161,-101.3,"$73,793 ",$410 ,"$59,450 ",12.1
48105,"Crockett County,  Texas",30.6879,-101.3732,"$112,529 ",$625 ,"$59,450 ",7.9
48103,"Crane County,  Texas",31.3689,-102.5403,"$126,092 ",$701 ,"$59,450 ",7.1
48101,"Cottle County,  Texas",34.0712,-100.2829,"$58,525 ",$325 ,"$59,450 ",15.2
48095,"Concho County,  Texas",31.3218,-99.8577,"$127,474 ",$708 ,"$59,450 ",7.0
48093,"Comanche County,  Texas",31.9702,-98.5993,"$131,869 ",$733 ,"$59,450 ",6.8
48087,"Collingsworth County,  Texas",34.9674,-100.2701,"$65,558 ",$364 ,"$59,450 ",13.6
48083,"Coleman County,  Texas",31.7432,-99.4612,"$96,076 ",$534 ,"$59,450 ",9.3
48081,"Coke County,  Texas",31.8934,-100.5296,"$86,783 ",$482 ,"$59,450 ",10.3
48079,"Cochran County,  Texas",33.6054,-102.8284,"$48,729 ",$271 ,"$59,450 ",18.3
48077,"Clay County,  Texas",33.81,-98.2007,"$127,020 ",$706 ,"$59,450 ",7.0
48075,"Childress County,  Texas",34.5307,-100.2067,"$107,379 ",$597 ,"$59,450 ",8.3
48073,"Cherokee County,  Texas",31.7826,-95.1853,"$129,232 ",$718 ,"$59,450 ",6.9
48069,"Castro County,  Texas",34.5304,-102.2618,"$102,858 ",$571 ,"$59,450 ",8.7
48067,"Cass County,  Texas",33.101,-94.3483,"$109,389 ",$608 ,"$59,450 ",8.2
48065,"Carson County,  Texas",35.3997,-101.3546,"$139,682 ",$776 ,"$59,450 ",6.4
48063,"Camp County,  Texas",32.99,-94.9935,"$127,599 ",$709 ,"$59,450 ",7.0
48061,"Cameron County,  Texas",26.1073,-97.5787,"$111,048 ",$617 ,"$59,450 ",8.0
48059,"Callahan County,  Texas",32.2983,-99.3739,"$118,836 ",$660 ,"$59,450 ",7.5
48057,"Calhoun County,  Texas",28.5138,-96.695,"$144,449 ",$802 ,"$59,450 ",6.2
48049,"Brown County,  Texas",31.7664,-98.958,"$128,730 ",$715 ,"$59,450 ",6.9
48047,"Brooks County,  Texas",27.0383,-98.2019,"$85,150 ",$473 ,"$59,450 ",10.5
48045,"Briscoe County,  Texas",34.535,-101.2086,"$82,889 ",$460 ,"$59,450 ",10.8
48037,"Bowie County,  Texas",33.4761,-94.3949,"$155,790 ",$866 ,"$59,450 ",5.7
48025,"Bee County,  Texas",28.4248,-97.7101,"$113,784 ",$632 ,"$59,450 ",7.8
48023,"Baylor County,  Texas",33.616,-99.2137,"$77,866 ",$433 ,"$59,450 ",11.5
48017,"Bailey County,  Texas",34.0706,-102.8295,"$87,536 ",$486 ,"$59,450 ",10.2
48013,"Atascosa County,  Texas",28.9347,-98.5218,"$122,851 ",$683 ,"$59,450 ",7.3
48005,"Angelina County,  Texas",31.2769,-94.6355,"$124,711 ",$693 ,"$59,450 ",7.2
48001,"Anderson County,  Texas",31.7951,-95.6887,"$127,976 ",$711 ,"$59,450 ",7.0
47183,"Weakley County,  Tennessee",36.2879,-88.74,"$129,342 ",$719 ,"$78,582 ",9.1
47181,"Wayne County,  Tennessee",35.2527,-87.7805,"$125,904 ",$699 ,"$78,582 ",9.4
47175,"Van Buren County,  Tennessee",35.6687,-85.4578,"$129,607 ",$720 ,"$78,582 ",9.1
47151,"Scott County,  Tennessee",36.3837,-84.5112,"$130,929 ",$727 ,"$78,582 ",9.0
47139,"Polk County,  Tennessee",35.1357,-84.511,"$147,906 ",$822 ,"$78,582 ",8.0
47135,"Perry County,  Tennessee",35.6326,-87.8588,"$116,514 ",$647 ,"$78,582 ",10.1
47131,"Obion County,  Tennessee",36.3627,-89.1733,"$121,011 ",$672 ,"$78,582 ",9.7
47129,"Morgan County,  Tennessee",36.1431,-84.6653,"$134,897 ",$749 ,"$78,582 ",8.7
47109,"McNairy County,  Tennessee",35.1939,-88.5778,"$129,739 ",$721 ,"$78,582 ",9.1
47101,"Lewis County,  Tennessee",35.5284,-87.4866,"$126,433 ",$702 ,"$78,582 ",9.3
47097,"Lauderdale County,  Tennessee",35.7431,-89.649,"$111,224 ",$618 ,"$78,582 ",10.6
47095,"Lake County,  Tennessee",36.3439,-89.4636,"$107,521 ",$597 ,"$78,582 ",11.0
47079,"Henry County,  Tennessee",36.3112,-88.3117,"$136,616 ",$759 ,"$78,582 ",8.6
47077,"Henderson County,  Tennessee",35.6209,-88.4005,"$134,897 ",$749 ,"$78,582 ",8.7
47075,"Haywood County,  Tennessee",35.6097,-89.2708,"$133,178 ",$740 ,"$78,582 ",8.9
47069,"Hardeman County,  Tennessee",35.2109,-88.9869,"$119,291 ",$663 ,"$78,582 ",9.9
47067,"Hancock County,  Tennessee",36.4929,-83.2626,"$135,691 ",$754 ,"$78,582 ",8.7
47061,"Grundy County,  Tennessee",35.3737,-85.6861,"$115,324 ",$641 ,"$78,582 ",10.2
47053,"Gibson County,  Tennessee",36.0073,-88.9462,"$130,400 ",$724 ,"$78,582 ",9.0
47049,"Fentress County,  Tennessee",36.3575,-84.9266,"$146,006 ",$811 ,"$78,582 ",8.1
47039,"Decatur County,  Tennessee",35.6152,-88.1124,"$130,665 ",$726 ,"$78,582 ",9.0
47033,"Crockett County,  Tennessee",35.8359,-89.1825,"$131,723 ",$732 ,"$78,582 ",8.9
47027,"Clay County,  Tennessee",36.5157,-85.5343,"$129,871 ",$722 ,"$78,582 ",9.1
47017,"Carroll County,  Tennessee",35.9663,-88.4557,"$116,778 ",$649 ,"$78,582 ",10.1
47005,"Benton County,  Tennessee",36.0868,-88.0829,"$113,208 ",$629 ,"$78,582 ",10.4
46137,"Ziebach County,  South Dakota",44.994,-101.7505,"$70,731 ",$393 ,"$68,820 ",14.6
46129,"Walworth County,  South Dakota",45.4185,-100.0052,"$108,118 ",$601 ,"$68,820 ",9.5
46123,"Tripp County,  South Dakota",43.3729,-99.874,"$124,054 ",$689 ,"$68,820 ",8.3
46121,"Todd County,  South Dakota",43.2001,-100.7209,"$31,872 ",$177 ,"$68,820 ",32.4
46115,"Spink County,  South Dakota",44.9383,-98.3497,"$101,499 ",$564 ,"$68,820 ",10.2
46111,"Sanborn County,  South Dakota",44.0181,-98.0913,"$107,383 ",$597 ,"$68,820 ",9.6
46109,"Roberts County,  South Dakota",45.6165,-97.0395,"$126,996 ",$706 ,"$68,820 ",8.1
46107,"Potter County,  South Dakota",45.0726,-99.9482,"$125,403 ",$697 ,"$68,820 ",8.2
46105,"Perkins County,  South Dakota",45.4847,-102.4752,"$125,035 ",$695 ,"$68,820 ",8.3
46097,"Miner County,  South Dakota",44.0156,-97.6104,"$94,389 ",$524 ,"$68,820 ",10.9
46089,"McPherson County,  South Dakota",45.7725,-99.2213,"$72,202 ",$401 ,"$68,820 ",14.3
46085,"Lyman County,  South Dakota",43.8596,-99.8372,"$126,016 ",$700 ,"$68,820 ",8.2
46077,"Kingsbury County,  South Dakota",44.3874,-97.491,"$134,719 ",$748 ,"$68,820 ",7.7
46075,"Jones County,  South Dakota",43.9467,-100.7155,"$94,512 ",$525 ,"$68,820 ",10.9
46073,"Jerauld County,  South Dakota",44.0666,-98.6291,"$100,396 ",$558 ,"$68,820 ",10.3
46071,"Jackson County,  South Dakota",43.6926,-101.6317,"$64,356 ",$358 ,"$68,820 ",16.0
46069,"Hyde County,  South Dakota",44.538,-99.4821,"$108,854 ",$605 ,"$68,820 ",9.5
46067,"Hutchinson County,  South Dakota",43.3148,-97.7556,"$115,351 ",$641 ,"$68,820 ",8.9
46063,"Harding County,  South Dakota",45.5829,-103.4965,"$123,932 ",$689 ,"$68,820 ",8.3
46059,"Hand County,  South Dakota",44.538,-99.0009,"$157,397 ",$874 ,"$68,820 ",6.6
46055,"Haakon County,  South Dakota",44.365,-101.5781,"$129,203 ",$718 ,"$68,820 ",8.0
46053,"Gregory County,  South Dakota",43.2494,-99.2429,"$102,234 ",$568 ,"$68,820 ",10.1
46049,"Faulk County,  South Dakota",45.0748,-99.1452,"$104,318 ",$580 ,"$68,820 ",9.9
46045,"Edmunds County,  South Dakota",45.3854,-99.2152,"$145,139 ",$806 ,"$68,820 ",7.1
46043,"Douglas County,  South Dakota",43.3497,-98.3573,"$115,719 ",$643 ,"$68,820 ",8.9
46041,"Dewey County,  South Dakota",45.1005,-100.9055,"$78,944 ",$439 ,"$68,820 ",13.1
46039,"Deuel County,  South Dakota",44.7615,-96.668,"$163,649 ",$909 ,"$68,820 ",6.3
46037,"Day County,  South Dakota",45.3724,-97.6037,"$123,196 ",$684 ,"$68,820 ",8.4
46031,"Corson County,  South Dakota",45.7135,-101.1566,"$71,711 ",$398 ,"$68,820 ",14.4
46025,"Clark County,  South Dakota",44.8426,-97.7342,"$125,525 ",$697 ,"$68,820 ",8.2
46021,"Campbell County,  South Dakota",45.7701,-100.034,"$84,337 ",$469 ,"$68,820 ",12.2
